creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,satisfaction_score,card_type,point_earned,payment_proxy,age_group,tenure_group,balance_group,average_revenue_group,annual_value_proxy,monthly_value_proxy,monthly_spend_category,customer_lifetime_value,customer_value_segment,active_status,credit_card_status,product_segment,actual_churn,churn_probability,predicted_churn
758,Germany,Female,23,5,122739.1,1,1,0,102460.84,5,GOLD,546,GOLD,18-30,3-5 years,High,High,3360.09,280.01,High,16800.45,Gold,Inactive,Has Credit Card,1 product(s),1,0.5505011102340022,1
744,Germany,Female,50,1,121498.11,2,0,1,106061.47,2,GOLD,271,GOLD,41-50,0-2 years,High,High,3335.77,277.98,High,3335.77,Bronze,Active,No Credit Card,2 product(s),1,0.557581129899114,1
704,France,Female,45,6,0.0,1,1,1,137739.45,5,GOLD,701,GOLD,41-50,6-8 years,Low,High,1159.2,96.6,Low,6955.2,Silver,Active,Has Credit Card,1 product(s),0,0.6814182499663402,1
745,France,Female,46,7,0.0,2,1,1,67769.94,4,PLATINUM,483,PLATINUM,41-50,6-8 years,Low,Medium,820.35,68.36,Low,5742.45,Silver,Active,Has Credit Card,2 product(s),0,0.21792766610740644,0
609,Spain,Female,45,4,89122.3,1,1,1,199256.98,3,DIAMOND,573,DIAMOND,41-50,3-5 years,Medium,Very High,3185.23,265.44,High,12740.92,Gold,Active,Has Credit Card,1 product(s),0,0.5795864619988974,1
814,France,Female,36,6,0.0,2,1,1,98657.01,5,SILVER,780,SILVER,31-40,6-8 years,Low,Medium,1123.29,93.61,Low,6739.74,Silver,Active,Has Credit Card,2 product(s),0,0.0859514487019118,0
549,Germany,Male,45,6,124240.93,1,1,1,146372.51,4,DIAMOND,385,DIAMOND,41-50,6-8 years,High,High,3529.18,294.1,High,21175.08,Platinum,Active,Has Credit Card,1 product(s),0,0.716037635744722,1
696,Germany,Female,31,8,122021.92,2,1,0,33828.64,3,SILVER,896,SILVER,31-40,6-8 years,High,Low,3297.58,274.8,High,26380.64,Platinum,Inactive,Has Credit Card,2 product(s),0,0.36390771112102266,0
542,France,Female,59,2,68892.77,2,1,0,7905.06,5,DIAMOND,442,DIAMOND,51-60,0-2 years,Medium,Low,1878.38,156.53,Medium,3756.76,Bronze,Inactive,Has Credit Card,2 product(s),1,0.6668538454180148,1
620,France,Male,61,5,0.0,1,0,0,31641.52,3,GOLD,586,GOLD,61+,3-5 years,Medium,Low,571.21,47.6,Low,2856.05,Bronze,Inactive,No Credit Card,1 product(s),1,0.8332828817927138,1
439,France,Male,36,2,165536.28,2,1,1,123956.83,3,DIAMOND,877,DIAMOND,31-40,0-2 years,Very High,High,4609.01,384.08,Very High,9218.02,Silver,Active,Has Credit Card,2 product(s),0,0.1990626702768541,0
519,France,Male,39,2,112957.26,2,1,0,97593.16,3,SILVER,223,SILVER,31-40,0-2 years,High,Medium,3098.61,258.22,High,6197.22,Silver,Inactive,Has Credit Card,2 product(s),0,0.29210314721545705,0
683,Germany,Female,35,1,132371.3,2,0,0,186123.57,1,GOLD,504,GOLD,31-40,0-2 years,Very High,Very High,4070.04,339.17,Very High,4070.04,Bronze,Inactive,No Credit Card,2 product(s),0,0.24836820118233838,0
756,France,Male,27,8,0.0,2,1,1,157932.75,3,DIAMOND,281,DIAMOND,18-30,6-8 years,Medium,Very High,1170.16,97.51,Low,9361.28,Gold,Active,Has Credit Card,2 product(s),0,0.07258124679983485,0
518,Germany,Male,46,4,113625.93,1,0,0,92727.42,2,SILVER,734,SILVER,41-50,3-5 years,High,Medium,3223.16,268.6,High,12892.64,Gold,Inactive,No Credit Card,1 product(s),1,0.8343757469253658,1
629,Germany,Male,28,8,108601.0,1,1,1,119647.7,1,GOLD,756,GOLD,18-30,6-8 years,High,High,3268.26,272.36,High,26146.08,Platinum,Active,Has Credit Card,1 product(s),0,0.3349899121391908,0
643,France,Female,45,4,45144.43,1,1,0,60917.24,5,DIAMOND,450,DIAMOND,41-50,3-5 years,Medium,Medium,1552.47,129.37,Medium,6209.88,Silver,Inactive,Has Credit Card,1 product(s),1,0.8162637576090479,1
690,France,Male,36,7,101583.11,2,1,0,123775.15,2,DIAMOND,423,DIAMOND,31-40,6-8 years,High,High,3102.04,258.5,High,21714.28,Platinum,Inactive,Has Credit Card,2 product(s),0,0.3270264678726263,0
538,France,Female,33,5,0.0,2,1,0,126962.41,3,DIAMOND,290,DIAMOND,31-40,3-5 years,Low,High,1019.81,84.98,Low,5099.05,Silver,Inactive,Has Credit Card,2 product(s),0,0.11589076246843667,0
713,Spain,Female,48,1,163760.82,1,0,0,157381.14,2,DIAMOND,239,DIAMOND,41-50,0-2 years,Very High,Very High,4301.62,358.47,Very High,4301.62,Silver,Inactive,No Credit Card,1 product(s),1,0.7576258797386687,1
586,France,Male,27,5,130231.8,2,1,1,192427.16,3,PLATINUM,298,PLATINUM,18-30,3-5 years,Very High,Very High,3955.77,329.65,Very High,19778.85,Platinum,Active,Has Credit Card,2 product(s),0,0.1785633130235528,0
635,Spain,Male,31,1,0.0,2,1,0,135382.23,5,PLATINUM,510,PLATINUM,31-40,0-2 years,Low,High,1171.91,97.66,Low,1171.91,Bronze,Inactive,Has Credit Card,2 product(s),0,0.08598447395751023,0
832,France,Female,29,5,0.0,2,1,0,178779.52,5,PLATINUM,922,PLATINUM,18-30,3-5 years,Medium,Very High,1594.9,132.91,Medium,7974.5,Silver,Inactive,Has Credit Card,2 product(s),0,0.12534910388060982,0
545,Spain,Female,44,1,0.0,2,1,1,82614.89,3,DIAMOND,874,DIAMOND,41-50,0-2 years,Medium,Medium,1090.07,90.84,Low,1090.07,Bronze,Active,Has Credit Card,2 product(s),0,0.1261823452364849,0
607,Spain,Male,34,9,132439.99,1,1,0,177747.72,3,PLATINUM,768,PLATINUM,31-40,9-10 years,Very High,Very High,4041.54,336.8,Very High,36373.86,Platinum,Inactive,Has Credit Card,1 product(s),0,0.3854611719460132,0
824,Germany,Male,49,8,133231.48,1,1,1,67885.37,1,PLATINUM,927,PLATINUM,41-50,6-8 years,Very High,Medium,3587.56,298.96,Very High,28700.48,Platinum,Active,Has Credit Card,1 product(s),0,0.6315421109680315,1
686,France,Female,39,3,111695.62,1,0,0,136643.84,4,DIAMOND,408,DIAMOND,31-40,3-5 years,High,High,3241.13,270.09,High,9723.39,Gold,Inactive,No Credit Card,1 product(s),0,0.44843838690093846,0
747,Germany,Female,32,5,67495.04,2,0,1,77370.37,4,PLATINUM,885,PLATINUM,31-40,3-5 years,Medium,Medium,2419.25,201.6,Medium,12096.25,Gold,Active,No Credit Card,2 product(s),0,0.16143505080166434,0
760,France,Female,32,7,0.0,2,1,1,105969.05,4,SILVER,843,SILVER,31-40,6-8 years,Low,High,1191.35,99.28,Low,8339.45,Silver,Active,Has Credit Card,2 product(s),0,0.07054394475114352,0
597,France,Female,24,1,103219.47,1,1,0,60420.07,3,GOLD,827,GOLD,18-30,0-2 years,High,Medium,2899.99,241.67,High,2899.99,Bronze,Inactive,Has Credit Card,1 product(s),0,0.34406956740474187,0
679,Spain,Female,28,9,0.0,2,0,1,61761.77,3,GOLD,293,GOLD,18-30,9-10 years,Medium,Medium,695.31,57.94,Low,6257.79,Silver,Active,No Credit Card,2 product(s),0,0.07434401036358462,0
850,Germany,Male,30,5,123210.56,2,1,1,102180.27,4,DIAMOND,749,DIAMOND,18-30,3-5 years,High,High,3589.61,299.13,Very High,17948.05,Gold,Active,Has Credit Card,2 product(s),0,0.23467908782026276,0
608,Spain,Female,56,5,0.0,2,0,1,153810.41,1,DIAMOND,921,DIAMOND,51-60,3-5 years,Low,Very High,1469.55,122.46,Medium,7347.75,Silver,Active,No Credit Card,2 product(s),0,0.33481651440587007,0
689,Spain,Female,57,4,0.0,2,1,0,136649.8,2,GOLD,909,GOLD,51-60,3-5 years,Low,High,1377.75,114.81,Medium,5511.0,Silver,Inactive,Has Credit Card,2 product(s),1,0.4493489704430488,0
635,France,Male,43,10,122198.21,2,0,1,179144.54,4,DIAMOND,704,DIAMOND,41-50,9-10 years,High,Very High,3931.69,327.64,Very High,39316.9,Platinum,Active,No Credit Card,2 product(s),0,0.38877317324201405,0
600,Germany,Male,30,2,119755.0,1,1,1,21852.91,1,DIAMOND,910,DIAMOND,18-30,0-2 years,High,Low,3079.36,256.61,High,6158.72,Silver,Active,Has Credit Card,1 product(s),0,0.3467051665796441,0
461,France,Female,35,5,0.0,1,1,1,54209.02,2,GOLD,710,GOLD,31-40,3-5 years,Medium,Medium,746.05,62.17,Low,3730.25,Bronze,Active,Has Credit Card,1 product(s),0,0.3465309300330104,0
639,France,Female,35,8,0.0,1,0,0,164453.98,4,PLATINUM,535,PLATINUM,31-40,6-8 years,Medium,Very High,1209.77,100.81,Medium,9678.16,Gold,Inactive,No Credit Card,1 product(s),0,0.5334251619236468,1
517,Germany,Male,53,0,109172.88,1,1,0,54676.1,4,GOLD,547,GOLD,51-60,0-2 years,High,Medium,2850.34,237.53,High,2850.34,Bronze,Inactive,Has Credit Card,1 product(s),1,0.9205810822226539,1
459,Germany,Male,46,7,110356.42,1,1,0,4969.13,1,PLATINUM,997,PLATINUM,41-50,6-8 years,High,Low,2850.47,237.54,High,19953.29,Platinum,Inactive,Has Credit Card,1 product(s),1,0.8103978807354288,1
464,Germany,Male,37,4,155994.15,1,0,0,143665.44,4,PLATINUM,772,PLATINUM,31-40,3-5 years,Very High,High,4344.21,362.02,Very High,17376.84,Gold,Inactive,No Credit Card,1 product(s),0,0.41043404115276805,0
815,Germany,Male,37,2,110777.26,2,1,0,2383.59,3,GOLD,623,GOLD,31-40,0-2 years,High,Low,2778.96,231.58,Medium,5557.92,Silver,Inactive,Has Credit Card,2 product(s),0,0.22355565615745404,0
573,Spain,Male,44,9,0.0,2,1,0,107124.17,2,PLATINUM,760,PLATINUM,41-50,9-10 years,Medium,High,1155.62,96.3,Low,10400.58,Gold,Inactive,Has Credit Card,2 product(s),0,0.24113088230515878,0
718,France,Male,37,8,0.0,2,1,1,142.81,5,GOLD,720,GOLD,31-40,6-8 years,Low,Low,600.71,50.06,Low,4805.68,Silver,Active,Has Credit Card,2 product(s),0,0.13234066974497835,0
724,Germany,Male,34,6,118235.7,2,0,0,157137.23,5,DIAMOND,618,DIAMOND,31-40,6-8 years,High,Very High,3699.4,308.28,Very High,22196.4,Platinum,Inactive,No Credit Card,2 product(s),0,0.33549076901649805,0
645,France,Female,38,7,59568.57,1,1,1,167723.25,3,GOLD,902,GOLD,31-40,6-8 years,Medium,Very High,2600.99,216.75,Medium,18206.93,Gold,Active,Has Credit Card,1 product(s),0,0.3486795117603607,0
678,France,Female,34,6,0.0,2,1,1,124592.84,2,GOLD,516,GOLD,31-40,6-8 years,Medium,High,1120.96,93.41,Low,6725.76,Silver,Active,Has Credit Card,2 product(s),0,0.09894000827670359,0
681,France,Male,36,5,141952.07,1,1,1,185144.08,5,SILVER,385,SILVER,31-40,3-5 years,Very High,Very High,4077.26,339.77,Very High,20386.3,Platinum,Active,Has Credit Card,1 product(s),0,0.318121727016339,0
620,Spain,Male,29,9,0.0,2,1,0,13133.88,4,PLATINUM,367,PLATINUM,18-30,9-10 years,Low,Low,489.17,40.76,Low,4402.53,Silver,Inactive,Has Credit Card,2 product(s),0,0.06142199617731158,0
741,France,Male,32,5,0.0,1,1,1,64839.23,3,SILVER,485,SILVER,31-40,3-5 years,Low,Medium,686.7,57.22,Low,3433.5,Bronze,Active,Has Credit Card,1 product(s),0,0.36031465182166833,0
576,France,Male,32,7,0.0,2,1,0,4660.91,5,PLATINUM,722,PLATINUM,31-40,6-8 years,Low,Low,624.3,52.02,Low,4370.1,Silver,Inactive,Has Credit Card,2 product(s),0,0.07826423032616671,0
570,France,Female,58,8,0.0,1,0,1,116503.92,2,DIAMOND,257,DIAMOND,51-60,6-8 years,Low,High,831.02,69.25,Low,6648.16,Silver,Active,No Credit Card,1 product(s),1,0.6629067675861532,1
614,France,Male,44,6,0.0,2,0,1,104930.46,3,GOLD,371,GOLD,41-50,6-8 years,Low,High,950.15,79.18,Low,5700.9,Silver,Active,No Credit Card,2 product(s),0,0.15611699032519114,0
603,France,Female,48,5,0.0,1,1,0,100478.6,2,PLATINUM,709,PLATINUM,41-50,3-5 years,Low,High,976.89,81.41,Low,4884.45,Silver,Inactive,Has Credit Card,1 product(s),1,0.8400454734240408,1
546,Germany,Female,58,3,106458.31,4,1,0,128881.87,5,SILVER,369,SILVER,51-60,3-5 years,High,High,3438.08,286.51,High,10314.24,Gold,Inactive,Has Credit Card,3+ products,1,0.9688940455483273,1
524,France,Male,29,7,0.0,2,1,1,105448.74,3,PLATINUM,717,PLATINUM,18-30,6-8 years,Medium,High,1125.74,93.81,Low,7880.18,Silver,Active,Has Credit Card,2 product(s),0,0.06496315023719272,0
849,France,Male,69,7,71996.09,1,1,1,139065.94,2,GOLD,317,GOLD,61+,6-8 years,Medium,High,2413.75,201.15,Medium,16896.25,Gold,Active,Has Credit Card,1 product(s),0,0.3301366073745689,0
745,France,Male,36,8,67226.37,1,1,0,130789.6,2,DIAMOND,296,DIAMOND,31-40,6-8 years,Medium,High,2266.48,188.87,Medium,18131.84,Gold,Inactive,Has Credit Card,1 product(s),0,0.37760299580373524,0
690,France,Female,42,5,0.0,2,0,1,120512.08,4,PLATINUM,915,PLATINUM,41-50,3-5 years,Medium,High,1300.06,108.34,Medium,6500.3,Silver,Active,No Credit Card,2 product(s),0,0.2030334696023141,0
626,France,Female,29,4,105767.28,2,0,0,41104.82,1,PLATINUM,838,PLATINUM,18-30,3-5 years,High,Low,2979.87,248.32,High,11919.48,Gold,Inactive,No Credit Card,2 product(s),0,0.21272257038463405,0
657,France,Male,32,3,118829.03,2,1,1,73127.61,2,DIAMOND,343,DIAMOND,31-40,3-5 years,High,Medium,3153.72,262.81,High,9461.16,Gold,Active,Has Credit Card,2 product(s),0,0.23689958564468394,0
633,France,Male,29,10,130206.28,1,1,0,184654.87,5,GOLD,957,GOLD,18-30,9-10 years,Very High,Very High,4125.9,343.82,Very High,41259.0,Platinum,Inactive,Has Credit Card,1 product(s),0,0.4002151761573757,0
492,Germany,Male,45,9,170295.04,2,0,0,164741.81,1,GOLD,594,GOLD,41-50,9-10 years,Very High,Very High,4766.61,397.22,Very High,42899.49,Platinum,Inactive,No Credit Card,2 product(s),0,0.48791617030122225,0
682,Germany,Male,32,2,105163.88,2,1,1,164170.46,3,DIAMOND,799,DIAMOND,31-40,0-2 years,High,Very High,3563.63,296.97,Very High,7127.26,Silver,Active,Has Credit Card,2 product(s),0,0.2229128268830861,0
641,France,Male,31,10,155978.17,1,1,0,91510.71,4,SILVER,990,SILVER,31-40,9-10 years,Very High,Medium,4192.12,349.34,Very High,41921.2,Platinum,Inactive,Has Credit Card,1 product(s),0,0.3960152941773496,0
768,France,Female,26,5,51116.26,1,1,1,70454.79,4,PLATINUM,992,PLATINUM,18-30,3-5 years,Medium,Medium,1990.6,165.88,Medium,9953.0,Gold,Active,Has Credit Card,1 product(s),1,0.21966399561986563,0
564,France,Female,36,7,206329.65,1,1,1,46632.87,2,PLATINUM,929,PLATINUM,31-40,6-8 years,Very High,Low,4944.26,412.02,Very High,34609.82,Platinum,Active,Has Credit Card,1 product(s),1,0.40683210700949374,0
629,Germany,Male,35,7,156847.29,2,1,0,31824.29,4,SILVER,837,SILVER,31-40,6-8 years,Very High,Low,3954.57,329.55,Very High,27681.99,Platinum,Inactive,Has Credit Card,2 product(s),0,0.24100126894787516,0
635,France,Male,29,1,0.0,1,0,1,24865.54,1,GOLD,798,GOLD,18-30,0-2 years,Low,Low,643.33,53.61,Low,643.33,Bronze,Active,No Credit Card,1 product(s),0,0.27885563399024454,0
611,France,Female,43,8,64897.75,1,1,0,114996.33,4,SILVER,692,SILVER,41-50,6-8 years,Medium,High,2338.94,194.91,Medium,18711.52,Gold,Inactive,Has Credit Card,1 product(s),0,0.6969224924070728,1
617,France,Male,74,10,0.0,2,1,1,53949.98,3,SILVER,957,SILVER,61+,9-10 years,Low,Medium,988.25,82.35,Low,9882.5,Gold,Active,Has Credit Card,2 product(s),0,0.13864625577345524,0
649,France,Female,36,8,0.0,2,0,1,109179.89,3,DIAMOND,674,DIAMOND,31-40,6-8 years,Medium,High,1122.9,93.58,Low,8983.2,Silver,Active,No Credit Card,2 product(s),0,0.13095577226441052,0
587,Germany,Female,38,0,132122.42,2,0,0,31730.32,5,DIAMOND,916,DIAMOND,31-40,0-2 years,Very High,Low,3499.1,291.59,High,3499.1,Bronze,Inactive,No Credit Card,2 product(s),0,0.3238609321755853,0
642,France,Female,55,7,0.0,2,1,1,101515.76,1,PLATINUM,918,PLATINUM,51-60,6-8 years,Low,High,1206.58,100.55,Medium,8446.06,Silver,Active,Has Credit Card,2 product(s),0,0.2982569171725984,0
592,Germany,Female,34,6,102143.93,2,1,1,102628.98,2,GOLD,962,GOLD,31-40,6-8 years,High,High,3277.02,273.08,High,19662.12,Platinum,Active,Has Credit Card,2 product(s),0,0.28830580894748475,0
776,France,Female,43,4,0.0,2,0,1,162137.5,1,DIAMOND,228,DIAMOND,41-50,3-5 years,Medium,Very High,1164.69,97.06,Low,4658.76,Silver,Active,No Credit Card,2 product(s),0,0.2343710741558027,0
651,Spain,Female,45,10,135923.16,1,1,0,18732.84,3,GOLD,500,GOLD,41-50,9-10 years,Very High,Low,3182.13,265.18,High,31821.3,Platinum,Inactive,Has Credit Card,1 product(s),0,0.725016509867612,1
773,Germany,Male,47,2,118079.47,4,1,1,143007.49,4,PLATINUM,668,PLATINUM,41-50,0-2 years,High,High,3890.63,324.22,Very High,7781.26,Silver,Active,Has Credit Card,3+ products,1,0.9210399767516875,1
775,France,Male,45,8,0.0,1,1,0,130376.68,4,DIAMOND,805,DIAMOND,41-50,6-8 years,Low,High,1174.38,97.86,Low,9395.04,Gold,Inactive,Has Credit Card,1 product(s),0,0.7991850212221426,1
659,Germany,Male,34,9,134464.58,2,1,0,178833.34,3,SILVER,413,SILVER,31-40,9-10 years,Very High,Very High,4029.96,335.83,Very High,36269.64,Platinum,Inactive,Has Credit Card,2 product(s),0,0.2795584925596551,0
627,Germany,Male,29,5,139541.58,2,1,0,80607.33,1,DIAMOND,662,DIAMOND,18-30,3-5 years,Very High,Medium,3764.87,313.74,Very High,18824.35,Gold,Inactive,Has Credit Card,2 product(s),0,0.242957600853521,0
781,France,Female,48,0,57098.96,1,1,0,85644.06,1,DIAMOND,646,DIAMOND,41-50,0-2 years,Medium,Medium,2013.2,167.77,Medium,2013.2,Bronze,Inactive,Has Credit Card,1 product(s),1,0.7994947335237746,1
651,France,Male,44,2,0.0,3,1,0,102530.35,2,GOLD,992,GOLD,41-50,0-2 years,Low,High,1368.65,114.05,Medium,2737.3,Bronze,Inactive,Has Credit Card,3+ products,1,0.8376721161972608,1
731,Spain,Male,46,10,0.0,2,1,0,153015.42,2,GOLD,416,GOLD,41-50,9-10 years,Medium,Very High,1213.08,101.09,Medium,12130.8,Gold,Inactive,Has Credit Card,2 product(s),0,0.27900607056479265,0
807,France,Male,35,3,174790.15,1,1,1,600.36,3,SILVER,861,SILVER,31-40,3-5 years,Very High,Low,4049.3,337.44,Very High,12147.9,Gold,Active,Has Credit Card,1 product(s),0,0.2496982996191133,0
738,France,Male,54,4,0.0,1,0,1,55725.04,4,PLATINUM,444,PLATINUM,51-60,3-5 years,Low,Medium,620.63,51.72,Low,2482.52,Bronze,Active,No Credit Card,1 product(s),1,0.6653823675298901,1
587,Germany,Male,46,9,107850.82,1,1,0,139431.0,3,SILVER,744,SILVER,41-50,9-10 years,High,High,3346.17,278.85,High,30115.53,Platinum,Inactive,Has Credit Card,1 product(s),1,0.8597774159259647,1
602,Germany,Female,42,6,158414.85,1,1,1,131886.46,5,GOLD,807,GOLD,41-50,6-8 years,Very High,High,4351.23,362.6,Very High,26107.38,Platinum,Active,Has Credit Card,1 product(s),0,0.5826650957849833,1
715,France,Male,21,8,0.0,2,1,0,68666.63,2,PLATINUM,827,PLATINUM,18-30,6-8 years,Medium,Medium,996.83,83.07,Low,7974.64,Silver,Inactive,Has Credit Card,2 product(s),0,0.06388661707860951,0
427,Spain,Female,39,9,0.0,2,1,0,28368.37,2,DIAMOND,489,DIAMOND,31-40,9-10 years,Medium,Low,626.34,52.2,Low,5637.06,Silver,Inactive,Has Credit Card,2 product(s),0,0.13322683396941168,0
697,Germany,Male,31,3,108805.42,2,0,1,123825.83,1,DIAMOND,342,DIAMOND,31-40,3-5 years,High,High,3206.24,267.19,High,9618.72,Gold,Active,No Credit Card,2 product(s),0,0.26067940889160895,0
651,Spain,Male,47,2,0.0,2,1,1,119808.64,5,PLATINUM,758,PLATINUM,41-50,0-2 years,Medium,High,1218.04,101.5,Medium,2436.08,Bronze,Active,Has Credit Card,2 product(s),0,0.1386354612970175,0
550,Germany,Female,45,8,111257.59,1,0,0,97623.42,1,SILVER,448,SILVER,41-50,6-8 years,High,Medium,3057.27,254.77,High,24458.16,Platinum,Inactive,No Credit Card,1 product(s),1,0.8599753869026381,1
713,Spain,Female,47,1,0.0,1,1,0,107825.08,5,DIAMOND,571,DIAMOND,41-50,0-2 years,Low,High,944.63,78.72,Low,944.63,Bronze,Inactive,Has Credit Card,1 product(s),1,0.8660614490441495,1
715,France,Female,38,0,0.0,2,1,1,332.81,2,DIAMOND,493,DIAMOND,31-40,0-2 years,Medium,Low,488.16,40.68,Low,488.16,Bronze,Active,Has Credit Card,2 product(s),0,0.19315038207135427,0
674,France,Female,45,6,72494.69,1,0,1,140041.78,3,DIAMOND,839,DIAMOND,41-50,6-8 years,Medium,High,2689.6,224.13,Medium,16137.6,Gold,Active,No Credit Card,1 product(s),0,0.5779957700948256,1
752,Germany,Female,37,5,113291.05,2,1,1,132467.54,1,SILVER,264,SILVER,31-40,3-5 years,High,High,3300.16,275.01,High,16500.8,Gold,Active,Has Credit Card,2 product(s),0,0.31501708838491654,0
547,Germany,Female,42,1,142703.4,1,1,0,86207.49,5,PLATINUM,731,PLATINUM,41-50,0-2 years,Very High,Medium,3770.61,314.22,Very High,3770.61,Bronze,Inactive,Has Credit Card,1 product(s),1,0.736539039019121,1
708,Spain,Male,33,3,0.0,2,1,0,138613.21,5,DIAMOND,729,DIAMOND,31-40,3-5 years,Medium,High,1297.57,108.13,Medium,3892.71,Bronze,Inactive,Has Credit Card,2 product(s),0,0.06408598820257712,0
671,Germany,Male,36,2,116695.27,1,0,0,193201.86,3,GOLD,895,GOLD,31-40,0-2 years,High,Very High,3867.41,322.28,Very High,7734.82,Silver,Inactive,No Credit Card,1 product(s),0,0.5308753840592049,1
651,Germany,Male,37,9,114453.58,1,0,1,175820.91,4,SILVER,403,SILVER,31-40,9-10 years,High,Very High,3489.68,290.81,High,31407.12,Platinum,Active,No Credit Card,1 product(s),0,0.4715834233612624,0
529,France,Male,32,9,147493.89,1,1,0,33656.35,4,PLATINUM,250,PLATINUM,31-40,9-10 years,Very High,Low,3363.16,280.26,High,30268.44,Platinum,Inactive,Has Credit Card,1 product(s),0,0.314815034883958,0
766,Germany,Male,47,9,129289.98,1,1,0,169935.46,4,PLATINUM,286,PLATINUM,41-50,9-10 years,Very High,Very High,3698.48,308.21,Very High,33286.32,Platinum,Inactive,Has Credit Card,1 product(s),1,0.8762531434241478,1
521,France,Male,25,7,0.0,2,1,1,157878.67,1,SILVER,323,SILVER,18-30,6-8 years,Low,Very High,1190.89,99.24,Low,8336.23,Silver,Active,Has Credit Card,2 product(s),0,0.07293172721566765,0
658,France,Male,42,8,102870.93,1,0,1,103764.55,4,PLATINUM,811,PLATINUM,41-50,6-8 years,High,High,3101.74,258.48,High,24813.92,Platinum,Active,No Credit Card,1 product(s),1,0.4654567375923579,0
668,Spain,Female,30,8,0.0,2,1,0,138465.7,5,PLATINUM,443,PLATINUM,18-30,6-8 years,Medium,High,1153.83,96.15,Low,9230.64,Silver,Inactive,Has Credit Card,2 product(s),0,0.10339898819125683,0
699,Germany,Male,36,2,123601.56,2,1,0,103557.85,3,GOLD,500,GOLD,31-40,0-2 years,High,High,3479.82,289.98,High,6959.64,Silver,Inactive,Has Credit Card,2 product(s),0,0.2670664045230161,0
730,France,Female,41,4,167545.32,1,1,0,128246.81,3,DIAMOND,474,DIAMOND,41-50,3-5 years,Very High,High,4349.14,362.43,Very High,17396.56,Gold,Inactive,Has Credit Card,1 product(s),0,0.6237816935887256,1
684,Germany,Female,40,6,137326.65,1,1,0,186976.6,1,PLATINUM,530,PLATINUM,31-40,6-8 years,Very High,Very High,4066.42,338.87,Very High,24398.52,Platinum,Inactive,Has Credit Card,1 product(s),0,0.6831560663612573,1
513,France,Male,35,8,0.0,1,1,0,76640.29,4,GOLD,276,GOLD,31-40,6-8 years,Low,Medium,641.2,53.43,Low,5129.6,Silver,Inactive,Has Credit Card,1 product(s),1,0.5013559021549181,1
548,France,Male,29,5,83442.98,1,0,1,177017.39,3,GOLD,967,GOLD,18-30,3-5 years,Medium,Very High,3157.45,263.12,High,15787.25,Gold,Active,No Credit Card,1 product(s),0,0.2383870056060735,0
669,France,Male,50,4,149713.61,3,1,1,124872.42,4,PLATINUM,329,PLATINUM,41-50,3-5 years,Very High,High,4143.13,345.26,Very High,16572.52,Gold,Active,Has Credit Card,3+ products,1,0.8890125256199864,1
778,France,Male,37,3,141803.77,1,0,1,179421.84,3,GOLD,397,GOLD,31-40,3-5 years,Very High,Very High,4051.68,337.64,Very High,12155.04,Gold,Active,No Credit Card,1 product(s),0,0.2882960632043294,0
727,France,Female,26,9,121508.28,1,1,1,146785.44,1,PLATINUM,253,PLATINUM,18-30,9-10 years,High,High,3410.59,284.22,High,30695.31,Platinum,Active,Has Credit Card,1 product(s),0,0.28904110394517096,0
415,Spain,Male,53,5,167259.44,1,1,1,22357.25,2,DIAMOND,929,DIAMOND,51-60,3-5 years,Very High,Low,4041.48,336.79,Very High,20207.4,Platinum,Active,Has Credit Card,1 product(s),0,0.4990331408004808,0
667,France,Male,23,1,0.0,2,1,0,91573.19,3,SILVER,474,SILVER,18-30,0-2 years,Low,Medium,934.87,77.91,Low,934.87,Bronze,Inactive,Has Credit Card,2 product(s),0,0.08985923311106131,0
634,France,Male,45,9,0.0,2,0,0,17622.82,3,GOLD,300,GOLD,41-50,9-10 years,Low,Low,478.11,39.84,Low,4302.99,Silver,Inactive,No Credit Card,2 product(s),0,0.26067678559514124,0
690,France,Female,40,9,77641.99,1,0,0,189051.59,4,PLATINUM,832,PLATINUM,31-40,9-10 years,Medium,Very High,3034.1,252.84,High,27306.9,Platinum,Inactive,No Credit Card,1 product(s),1,0.5323407208894524,1
536,Spain,Male,53,2,143923.96,1,1,0,2019.78,1,DIAMOND,572,DIAMOND,51-60,0-2 years,Very High,Low,3294.58,274.55,High,6589.16,Silver,Inactive,Has Credit Card,1 product(s),1,0.8517781669150135,1
638,Spain,Male,34,5,146679.77,1,1,0,102179.86,5,DIAMOND,790,DIAMOND,31-40,3-5 years,Very High,High,3959.49,329.96,Very High,19797.45,Platinum,Inactive,Has Credit Card,1 product(s),0,0.35789721294628846,0
504,Germany,Female,44,0,131873.07,2,1,1,158036.72,3,GOLD,646,GOLD,41-50,0-2 years,Very High,Very High,3990.65,332.55,Very High,3990.65,Bronze,Active,Has Credit Card,2 product(s),1,0.48291584368709023,0
469,Germany,Female,52,8,139493.25,3,0,0,150093.32,4,GOLD,642,GOLD,51-60,6-8 years,Very High,Very High,4221.33,351.78,Very High,33770.64,Platinum,Inactive,No Credit Card,3+ products,1,0.9739662548648211,1
650,Spain,Male,41,3,128808.65,3,0,0,113677.53,2,DIAMOND,676,DIAMOND,41-50,3-5 years,Very High,High,3842.56,320.21,Very High,11527.68,Gold,Inactive,No Credit Card,3+ products,1,0.9014727845521371,1
